# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
SL4 3	496015	176088
SL4 4	493601	175300
SL4 5	494762	176798
SL4 6	495644	178124
SL4	495445	176054
SL5 0	495019	167383
SL5 5	493767	167833
SL5 7	493114	168986
SL5 8	491078	169236
SL5 9	493354	167284
SL5	493079	168220
SL6 0	491419	181480
SL6 1	489071	180876
SL6 2	489429	179042
SL6 3	486549	179039
SL6 4	487303	180539
SL6 5	486085	181737
SL6 6	487068	181755
SL6 7	488420	182167
SL6 8	489633	181911
SL6 9	488312	184824
SL6	488324	181292
SL7 1	485439	186669
SL7 2	483697	186238
SL7 3	484969	188016
SL7	484788	186969
SL8 5	489563	187409
SL8	489563	187409
SL9 0	500516	191332
SL9 7	500134	187677
SL9 8	500098	189004
SL9 9	499773	190524
SL9	500121	189682
SL95 1	501962	178679
SL95	501962	178679
SL	494174	180563
SM1 1	525769	164440
SM1 2	525151	164411
SM1 3	526340	165400
SM1 4	526384	164422
SM1 9	525881	163905
SM1	525907	164599
SM2 5	526254	163141
SM2 6	525498	163102
SM2 7	524403	162538
SM2	525527	162988
SM3 8	524002	164140
SM3 9	524518	165763
SM3	524294	165059
SM4 4	524182	167409
SM4 5	525525	167942
SM4 6	526178	167256
SM4 9	525462	168183
SM4	525349	167555
SM5 1	527066	166520
SM5 2	527749	165333
SM5 3	527827	163955
SM5 4	527774	162728
SM5	527580	164883
SM6 0	528817	163576
SM6 7	528817	165407
SM6 8	529534	164343
SM6 9	529782	163309
SM6	529309	164056
SM7 1	524182	159804
SM7 2	525306	159581
SM7 3	526860	159864
SM7	525429	159739
SM	526407	164266
SN1 1	415792	184616
SN1 2	415925	184980
SN1 3	415398	184010
SN1 4	414921	183451
SN1 5	414563	184443
SN1 7	414347	182705
SN1	415303	184240
SN10 1	399524	161188
SN10 2	400713	162649
SN10 3	403413	160605
SN10 4	401646	154942
SN10 5	399613	158756
SN10 9	400659	161397
SN10	400976	159764
SN11 0	399676	170077
SN11 8	401404	171149
SN11 9	399106	172334
SN11	400094	171203
SN12 6	391346	162502
SN12 7	391175	164272
SN12 8	388419	165040
SN12	390506	163702
SN13 0	386161	170617
SN13 8	382895	168731
SN13 9	386825	169716
SN13	385492	169665
SN14 0	390370	173109
SN14 6	389023	178500
SN14 7	384416	176597
SN14 8	379580	173213
SN14	386350	175182
SN15 1	391717	174169
SN15 2	393642	168878
SN15 3	392728	172754
SN15 4	399163	179091
SN15 5	396408	181409
SN15 9	391498	173692
SN15	394271	174796
SN16 0	390502	186564
SN16 9	396274	189473
SN16	393902	188277
SN2 1	414940	186207
SN2 2	413451	186284
SN2 5	415142	188316
SN2 7	416358	187695
SN2 8	416277	186044
SN2 9	417760	184080
SN2	415180	186636
SN25 1	412837	188365
SN25 2	412613	189296
SN25 3	414071	187475
SN25 4	414603	188566
SN25 5	416980	187112
SN25 6	417141	188809
SN25	413578	188443
SN26 7	415155	190308
SN26 8	413953	190718
SN26	414825	190421
SN3 1	416705	183514
SN3 2	417413	183967
SN3 3	417470	184910
SN3 4	418033	186869
SN3 5	419022	184836
SN3 6	418713	183343
SN3	417735	184860
SN38 0	415270	183738
SN38 1	412960	185238
SN38 2	416245	183870
SN38 3	415410	183854
SN38 4	415767	183841
SN38 5	415256	184805
SN38 6	416616	184442
SN38 7	416072	184587
SN38 8	416616	184442
SN38 9	415584	182414
SN38	414119	184789
SN4 0	418623	180936
SN4 7	406856	181512
SN4 8	407484	182628
SN4 9	413189	179670
SN4	411653	181240
SN5 0	405101	187141
SN5 3	409767	185748
SN5 4	409091	188067
SN5 5	411427	185818
SN5 6	411132	184291
SN5 7	412527	184658
SN5 8	411992	183724
SN5	411214	185236
SN6 6	408916	193959
SN6 7	419905	192796
SN6 8	424418	187769
SN6	417942	191450
SN7 7	428858	193629
SN7 8	431699	195798
SN7	430125	194596
SN8 1	417588	169868
SN8 2	424850	172842
SN8 3	426153	161951
SN8 4	416436	166424
SN8	421834	167577
SN9 1	418619	168995
SN9 5	416281	160356
SN9 6	413301	156076
SN9	414979	158551
SN99 8	419334	183715
SN99 9	416016	184386
SN99	418405	183903
SN	406455	177584
SO14 0	442655	112742
SO14 1	442500	111933
SO14 2	442029	111426
SO14 3	442539	111321
SO14 5	443117	112223
SO14 6	442335	113385
SO14 7	442054	112235
SO14	442498	112247
SO15 0	438280	113189
SO15 1	440840	112365
SO15 2	441652	112955
SO15 3	440324	113010
SO15 4	439100	113277
SO15 5	440562	113595
SO15 7	440851	114384
SO15 8	439777	113273
SO15	440539	113224
SO16 0	437373	115988
SO16 2	443621	115878
SO16 3	442567	115921
SO16 4	439071	113973
SO16 5	439524	115445
SO16 6	440057	114802
SO16 7	441424	116272
SO16 8	438892	116313
SO16 9	438109	114437
SO16	439955	115335
SO17 1	442285	114348
SO17 2	443078	114027
SO17 3	442931	115000
SO17	442665	114343
SO18 1	444023	113850
SO18 2	444744	114979
SO18 3	445915	114673
SO18 4	444718	113695
SO18 5	446193	113449
SO18 6	445437	113386
SO18 9	442766	112969
SO18	444910	114019
SO19 0	446570	111305
SO19 1	446173	111355
SO19 2	444534	111605
SO19 4	444437	112963
SO19 5	446012	112750
SO19 6	446977	112286
SO19 7	444508	112206
SO19 8	445652	111763
SO19 9	444545	110487
SO19	445465	111624
SO20 6	437473	134138
SO20 8	430411	136574
SO20	434554	135145
SO21 1	449913	126249
SO21 2	445047	127628
SO21 3	448109	139292
SO21	448002	130854
SO22 4	446576	128288
SO22 5	446666	129855
SO22 6	446819	131282
SO22	446691	129857
SO23 0	449057	129432
SO23 3	449040	129817
SO23 7	448638	131655
SO23 8	448260	129605
SO23 9	448006	128953
SO23	448525	130095
SO24 0	460997	130023
SO24 9	458913	133452
SO24	459775	132034
SO30 0	449254	112484
SO30 2	449668	113981
SO30 3	446984	114549
SO30 4	448852	113159
SO30	448795	113646
SO31 1	451163	109364
SO31 4	447986	107182
SO31 5	446128	108705
SO31 6	451291	107287
SO31 7	450510	108448
SO31 8	448216	110016
SO31 9	450101	106225
SO31	449422	107992
SO32 1	455068	118193
SO32 2	455210	115259
SO32 3	460730	118395
SO32	456109	117032
SO40 0	432225	111078
SO40 2	432902	114149
SO40 3	435470	113904
SO40 4	438628	110480
SO40 7	433725	111646
SO40 8	434458	113302
SO40 9	435921	112629
SO40	434965	112761
SO41 0	428530	93236
SO41 3	432560	95085
SO41 5	434043	97216
SO41 6	428027	97962
SO41 8	431273	95474
SO41 9	432020	95764
SO41	430662	95178
SO42 7	432703	101524
SO42	432703	101524
SO43 7	429154	109839
SO43	429154	109839
SO45 1	444822	102311
SO45 2	443317	103650
SO45 3	442573	106112
SO45 4	441591	106376
SO45 5	441296	107356
SO45 6	442394	107732
SO45	442692	105499
SO50 0	444498	119815
SO50 4	445370	120335
SO50 5	445140	118553
SO50 6	446850	119611
SO50 7	449405	118272
SO50 8	448242	118745
SO50 9	444727	119027
SO50	446354	119115
SO51 0	433995	124769
SO51 5	436764	121103
SO51 6	430368	120130
SO51 7	436549	122073
SO51 8	435389	121291
SO51 9	438327	121496
SO51	434835	121870
SO52 9	439121	119932
SO52	439121	119932
SO53 1	443287	121722
SO53 2	444001	120870
SO53 3	443377	119510
SO53 4	442435	120481
SO53 5	443654	122393
SO53	443390	120887
SO97 4	444918	116755
SO97	444918	116755
SO	443060	115623
SP1 1	415192	130318
SP1 2	414714	129735
SP1 3	414688	131366
SP1	414824	130605
SP10 1	436827	145872
SP10 2	436491	145066
SP10 3	435108	145772
SP10 4	435689	147132
SP10 5	437255	146855
SP10 9	436058	145353
SP10	436108	145903
SP11 0	435903	151959
SP11 6	440651	148324
SP11 7	434810	142643
SP11 8	429668	144785
SP11 9	428422	150525
SP11	433854	147795
SP2 0	409146	132204
SP2 2	413857	130232
SP2 7	413535	130399
SP2 8	413641	128869
SP2 9	412158	131286
SP2	412337	130626
SP3 4	406525	140457
SP3 5	398826	130433
SP3 6	393451	129991
SP3	399482	133585
SP4 0	420266	138824
SP4 6	415782	134777
SP4 7	416064	141218
SP4 8	414984	144117
SP4 9	417046	145419
SP4	416576	141026
SP5 1	424182	130933
SP5 2	422480	121348
SP5 3	418465	124905
SP5 4	412080	126105
SP5 5	400634	121709
SP5	416033	124863
SP6 1	414189	114649
SP6 2	416903	115567
SP6 3	411169	115669
SP6	414011	115260
SP7 0	387148	120129
SP7 8	386573	123073
SP7 9	387867	125207
SP7	387155	122884
SP8 4	380731	126647
SP8 5	378396	126199
SP8 9	577279	168346
SP8	380809	126683
SP9 7	423445	148217
SP9	423445	148217
SP	414652	134004
SR1 1	439507	557218
SR1 2	440340	557049
SR1 3	439353	556941
SR1	439777	557080
SR2 0	440525	553078
SR2 7	439346	555999
SR2 8	440343	555955
SR2 9	440061	554734
SR2	440047	554873
SR3 1	438234	554531
SR3 2	438022	552582
SR3 3	436564	553538
SR3 4	436763	554701
SR3	437520	553775
SR4 0	435848	556722
SR4 6	437821	557208
SR4 7	438180	556487
SR4 8	436602	555771
SR4 9	435485	555288
SR4	436934	556344
SR5 1	439255	558781
SR5 2	438300	558741
SR5 3	435380	558413
SR5 4	435194	559536
SR5 5	436904	559217
SR5 9	438057	557744
SR5	437015	558813
SR6 0	440183	558272
SR6 7	439437	562175
SR6 8	439863	560198
SR6 9	440015	559198
SR6	439819	560234
SR7 0	440795	549951
SR7 1	442805	549398
SR7 7	442642	549074
SR7 8	441140	548507
SR7 9	439310	547186
SR7	441037	548606
SR8 1	442275	539869
SR8 2	441801	540987
SR8 3	442542	543624
SR8 4	444082	541246
SR8 5	443132	540930
SR8 9	442319	542370
SR8	442773	541526
SR9 9	437538	557592
SR9	437538	557592
SR	439285	553416
SS0 0	586096	187616
SS0 7	587166	185703
SS0 8	586214	185783
SS0 9	586450	186634
SS0	586497	186505
SS1 1	588025	185552
SS1 2	589094	185514
SS1 3	591227	185578
SS1 9	588126	186252
SS1	589436	185630
SS11 7	575125	194625
SS11 8	576142	193297
SS11	575731	193833
SS12 0	573935	193048
SS12 9	575166	192370
SS12	574644	192658
SS13 1	573956	190008
SS13 2	574815	188834
SS13 3	573528	188584
SS13	574048	189229
SS14 0	570517	188656
SS14 1	571608	188596
SS14 2	571278	189338
SS14 3	572056	190066
SS14 9	570900	189123
SS14	571442	189182
SS15 4	568826	190414
SS15 5	568842	188990
SS15 6	567449	189118
SS15	568393	189280
SS16 4	572206	187701
SS16 5	570013	187719
SS16 6	567377	187761
SS16	570057	187725
SS17 0	568296	181712
SS17 1	569923	183552
SS17 7	569747	183462
SS17 8	568377	183683
SS17 9	571229	184185
SS17	569250	183156
SS2 4	589706	186634
SS2 5	588403	186855
SS2 6	587227	187532
SS2	588431	187028
SS22 8	587740	187705
SS22	587740	187705
SS3 0	593801	187892
SS3 8	592969	186101
SS3 9	593670	185541
SS3	593589	186375
SS4 1	587494	190700
SS4 2	591564	192208
SS4 3	587437	193261
SS4 9	587740	190514
SS4	588014	191745
SS5 4	584123	192255
SS5 5	584435	193429
SS5 6	581310	194696
SS5	583459	193224
SS6 7	580645	190230
SS6 8	581542	190742
SS6 9	580030	191799
SS6	580744	190938
SS7 1	578627	187231
SS7 2	581129	187464
SS7 3	579295	188749
SS7 4	577192	189036
SS7 5	577178	187504
SS7 9	578897	188316
SS7	578762	187993
SS8 0	578595	183168
SS8 7	580814	183111
SS8 8	580740	183836
SS8 9	578974	183965
SS8	579757	183549
SS9 1	584695	186056
SS9 2	583329	186236
SS9 3	583709	186888
SS9 4	583809	188019
SS9 5	583931	188945
SS9	583880	187304
SS99 0	588260	186481
SS99 1	588322	186198
SS99 2	588301	186622
SS99 3	588581	186080
SS99 4	588390	186176
SS99 5	588285	186199
SS99 6	587619	187461
SS99 7	588861	185539
SS99 8	588460	186160
SS99 9	588532	186172
SS99	588163	186647
SS	580191	188039
ST1 1	388284	347427
ST1 2	388773	347974
ST1 3	388705	347029
ST1 4	387701	346921
ST1 5	387518	347775
ST1 6	389229	348713
ST1	388470	347767
ST10 1	400975	342943
ST10 2	401056	346902
ST10 3	407380	347846
ST10 4	403158	339391
ST10 9	401035	343278
ST10	402444	343439
ST11 9	395717	340976
ST11	395717	340976
ST12 9	388471	339010
ST12	388471	339010
ST13 5	398518	356110
ST13 6	399071	356910
ST13 7	400652	353321
ST13 8	397250	357459
ST13 9	398420	356641
ST13	398784	355965
ST14 5	408758	337872
ST14 7	408525	334024
ST14 8	409220	331963
ST14 9	409121	333395
ST14	408874	334090
ST15 0	388755	333036
ST15 8	391017	334189
ST15 9	389974	332154
ST15	390049	333641
ST16 1	391049	324477
ST16 2	391997	323410
ST16 3	392909	323977
ST16 9	391925	322890
ST16	392005	323877
ST17 0	395638	320716
ST17 4	393305	321645
ST17 9	391648	321233
ST17	393423	321194
ST18 0	398210	325330
ST18 9	388747	322291
ST18	394590	324168
ST19 5	392642	313735
ST19 9	387067	311100
ST19	390087	312528
ST2 0	391568	346118
ST2 7	390722	350581
ST2 8	390815	348380
ST2 9	390704	347005
ST2	391000	347857
ST20 0	381878	322381
ST20	381878	322381
ST21 6	382063	330485
ST21	382063	330485
ST3 1	391391	343598
ST3 2	390066	343149
ST3 3	389579	341711
ST3 4	391258	342327
ST3 5	392254	343728
ST3 6	393655	343099
ST3 7	393120	341070
ST3 9	392317	342638
ST3	391843	342614
ST4 1	387795	345268
ST4 2	388700	345565
ST4 3	389893	344319
ST4 4	387960	344210
ST4 5	386845	344220
ST4 6	386126	344993
ST4 7	386966	345667
ST4 8	387472	341354
ST4 9	388058	345572
ST4	387678	344237
ST5 0	385550	347661
ST5 1	385206	345978
ST5 2	384238	345716
ST5 3	384567	344249
ST5 4	384607	342887
ST5 5	380235	342209
ST5 6	382235	346887
ST5 7	383226	349613
ST5 8	384761	348973
ST5 9	384552	347479
ST5	384056	346496
ST55 9	383732	346446
ST55	383732	346446
ST6 1	387929	350312
ST6 2	387713	349250
ST6 3	386674	349343
ST6 4	386177	350286
ST6 5	385709	352153
ST6 6	387018	352465
ST6 7	387633	351225
ST6 8	389685	352174
ST6 9	386316	350798
ST6	387372	351167
ST7 1	383035	353745
ST7 2	379441	355478
ST7 3	382594	356811
ST7 4	385194	354951
ST7 8	380108	350355
ST7 9	382745	354328
ST7	382250	354593
ST8 6	388306	357581
ST8 7	389377	357596
ST8 9	388452	357611
ST8	388839	357590
ST9 0	394348	347761
ST9 9	392783	352942
ST9	393501	350566
ST	390439	342370
SW10 0	526398	177443
SW10 9	526153	177912
SW10	526272	177685
SW11 1	527380	175247
SW11 2	527069	175680
SW11 3	527013	176335
SW11 4	527799	176741
SW11 5	528086	175934
SW11 6	527757	174659
SW11	527511	175793
SW12 0	529326	173513
SW12 8	528208	173665
SW12 9	528785	173433
SW12	528707	173545
SW13 0	521676	176042
SW13 8	522702	177406
SW13 9	522082	177034
SW13	521999	176675
SW14 7	520133	175410
SW14 8	520785	175541
SW14 9	520532	175905
SW14	520489	175494
SW15 1	523670	175570
SW15 2	524374	174884
SW15 3	522916	173546
SW15 4	522221	173686
SW15 5	522247	174803
SW15 6	523373	174937
SW15	523198	174619
SW16 1	529788	172011
SW16 2	530629	171866
SW16 3	530914	170569
SW16 4	530481	169393
SW16 5	529832	170182
SW16 6	529425	171092
SW16	530171	170867
SW17 0	526858	171781
SW17 6	528559	171708
SW17 7	527777	172571
SW17 8	528160	171936
SW17 9	527913	170964
SW17	527687	171787
SW18 1	525509	174787
SW18 2	526226	174378
SW18 3	526492	173394
SW18 4	525695	173667
SW18 5	525011	173484
SW18 9	525775	173997
SW18	525769	173954
SW19 1	525759	170371
SW19 2	526597	170155
SW19 3	525138	169672
SW19 4	524016	170545
SW19 5	523929	171781
SW19 6	524112	172932
SW19 7	524741	171163
SW19 8	525432	171277
SW19	524992	170949
SW1A 0	529917	179384
SW1A 1	529247	180019
SW1A 2	530046	179926
SW1A	529671	179954
SW1E 5	529107	179256
SW1E 6	529317	179341
SW1E	529217	179301
SW1H 0	529595	179363
SW1H 9	529657	179488
SW1H	529619	179412
SW1P 1	529385	179106
SW1P 2	529670	179096
SW1P 3	529915	179251
SW1P 4	529827	178771
SW1P 9	529391	179143
SW1P	529579	179072
SW1V 1	529114	178809
SW1V 2	529433	178525
SW1V 3	529396	178172
SW1V 4	528972	178387
SW1V	529237	178449
SW1W 0	528929	179169
SW1W 8	528364	178540
SW1W 9	528606	178886
SW1W	528563	178788
SW1X 0	527869	179128
SW1X 7	528349	179546
SW1X 8	528320	179301
SW1X 9	528039	179244
SW1X	528172	179315
SW1Y 4	529612	180333
SW1Y 5	529645	180174
SW1Y 6	529388	180275
SW1Y	529540	180279
SW2 1	531020	174767
SW2 2	531046	173983
SW2 3	530979	173122
SW2 4	530193	173433
SW2 5	530443	174735
SW2 9	530579	174506
SW2	530741	173964
SW20 0	522861	169790
SW20 8	523798	169733
SW20 9	523819	168721
SW20	523440	169525
SW3 1	527487	179123
SW3 2	527463	178794
SW3 3	527384	178496
SW3 4	527660	178152
SW3 5	527195	177872
SW3 6	526962	178234
SW3	527358	178372
SW4 0	529073	175598
SW4 6	529818	176007
SW4 7	529924	175283
SW4 8	529707	174254
SW4 9	529150	174732
SW4	529546	175219
SW5 0	525844	178509
SW5 9	525563	178338
SW5	525695	178418
SW6 1	525278	177498
SW6 2	525873	176592
SW6 3	525096	176165
SW6 4	525039	176609
SW6 5	524787	176830
SW6 6	524125	176948
SW6 7	524646	177326
SW6	525011	176849
SW7 1	527218	179480
SW7 2	526815	179148
SW7 3	526675	178601
SW7 4	526187	178923
SW7 5	526429	179144
SW7	526654	179062
SW8 1	530591	177321
SW8 2	530029	176952
SW8 3	528854	176224
SW8 4	529303	176934
SW8 5	529674	177429
SW8	529775	176931
SW9 0	530975	176591
SW9 1	531126	176099
SW9 6	531399	176829
SW9 7	531446	175979
SW9 8	531228	175450
SW9 9	530541	175946
SW9	531094	176149
SW95 9	529548	177434
SW95	529548	177434
SW99 0	530830	176927
SW99	530830	176927
SW	527308	175332
SY1 1	349152	312511
SY1 2	349550	313485
SY1 3	350072	315475
SY1 4	351132	315069
SY1 9	349363	313041
SY1	349979	314175
SY10 0	309049	324717
SY10 1	329707	328461
SY10 7	327195	333538
SY10 8	330555	323013
SY10 9	325700	326048
SY10	324571	327519
SY11 1	328998	329901
SY11 2	329659	329442
SY11 3	331581	335518
SY11 4	333312	328952
SY11	330631	330685
SY12 0	341445	334106
SY12 9	338070	334664
SY12	339933	334356
SY13 1	354144	341396
SY13 2	353060	335217
SY13 3	349818	339397
SY13 4	356978	342415
SY13	353698	339636
SY14 7	346186	347114
SY14 8	350737	349413
SY14	348716	348392
SY15 6	323309	295759
SY15	323309	295759
SY16 1	310431	291049
SY16 2	310942	291907
SY16 3	309340	296125
SY16 4	313822	289635
SY16	311031	292248
SY17 5	300418	292078
SY17	300418	292078
SY18 6	294766	283729
SY18	294766	283729
SY19 7	289302	299128
SY19	289302	299128
SY2 5	350947	312999
SY2 6	350582	311374
SY2	350798	312339
SY20 8	275441	299837
SY20 9	278821	308096
SY20	276897	303393
SY21 0	306566	308113
SY21 7	322630	307690
SY21 8	322996	304927
SY21 9	320069	309728
SY21	318472	307437
SY22 5	314027	319133
SY22 6	322210	318073
SY22	319953	318366
SY23 1	258818	281067
SY23 2	258777	281803
SY23 3	262957	281546
SY23 4	263600	274165
SY23 5	253859	267073
SY23	260532	277794
SY24 5	262813	288009
SY24	262813	288009
SY25 6	267770	261682
SY25	267770	261682
SY3 0	347913	308649
SY3 5	345801	313030
SY3 6	347616	311390
SY3 7	349435	311707
SY3 8	347507	312953
SY3 9	348285	310819
SY3	347915	311536
SY4 1	340304	319047
SY4 2	342471	322284
SY4 3	348779	321065
SY4 4	355373	318266
SY4 5	351503	328984
SY4 9	351340	327951
SY4	349447	322623
SY5 0	338053	304011
SY5 6	356457	305576
SY5 7	349567	303603
SY5 8	344327	307781
SY5 9	336388	310752
SY5	343908	306357
SY6 6	345317	293973
SY6 7	348257	293432
SY6	346430	293768
SY7 0	337682	276065
SY7 8	333775	283513
SY7 9	346782	283554
SY7	339742	281258
SY8 1	351707	274793
SY8 2	350425	277177
SY8 3	357802	275232
SY8 4	351609	269441
SY8 9	351831	274928
SY8	352699	274401
SY9 5	333085	289320
SY9	333085	289320
SY99 8	349460	313064
SY99	349460	313064
SY	328863	307926
TA1 1	322653	124962
TA1 2	324456	124586
TA1 3	323222	123994
TA1 4	321804	123737
TA1 5	320983	124208
TA1 9	319771	128160
TA1	322487	124639
TA10 0	339867	125084
TA10 1	341471	126551
TA10 9	343896	127220
TA10	342149	126297
TA11 6	349996	129754
TA11 7	352214	128666
TA11 9	347537	129136
TA11	350810	129302
TA12 6	345824	119772
TA12	345824	119772
TA13 5	343120	116686
TA13	343120	116686
TA14 6	347270	116629
TA14	347270	116629
TA15 6	349566	117107
TA15	349566	117107
TA16 5	344308	112453
TA16	344308	112453
TA17 8	341248	112405
TA17	341248	112405
TA18 7	345453	110500
TA18 8	343873	108584
TA18 9	344774	109470
TA18	344693	109573
TA19 0	337321	114939
TA19 9	334419	115855
TA19	335797	115420
TA2 6	321107	126134
TA2 7	322998	126307
TA2 8	324233	127556
TA2	322746	126628
TA20 1	332499	109104
TA20 2	332743	107034
TA20 3	328626	111884
TA20 4	336207	106413
TA20 9	332407	108591
TA20	332363	108672
TA21 0	309537	121087
TA21 1	313917	120681
TA21 8	313842	120561
TA21 9	314370	119897
TA21	312614	120526
TA22 9	291756	128504
TA22	291756	128504
TA23 0	305541	141289
TA23	305541	141289
TA24 5	296868	146194
TA24 6	299727	143622
TA24 7	288466	138416
TA24 8	291708	146159
TA24 9	296606	146126
TA24	294475	143645
TA3 5	327303	124000
TA3 6	332669	123373
TA3 7	321419	119043
TA3	327251	122171
TA4 1	315099	125502
TA4 2	305950	128235
TA4 3	314630	131334
TA4 4	309740	139407
TA4	311142	131102
TA5 1	319777	140095
TA5 2	325815	138248
TA5	322566	139242
TA6 3	329640	137389
TA6 4	331182	138160
TA6 5	330845	136686
TA6 6	329549	134527
TA6 7	328563	137021
TA6 9	329833	137002
TA6	330015	136691
TA7 0	334740	132553
TA7 8	334324	140662
TA7 9	340136	138334
TA7	336310	137270
TA8 1	330828	148820
TA8 2	330510	150886
TA8 9	330750	149102
TA8	330651	149968
TA9 3	332045	146821
TA9 4	334839	149068
TA9	333308	147837
TA	325076	129026
TD1 1	348306	636536
TD1 2	349134	639259
TD1 3	349394	634995
TD1 9	349144	636283
TD1	348956	636976
TD10 6	371723	646550
TD10	371723	646550
TD11 3	380366	654989
TD11 9	378421	653779
TD11	380360	654985
TD12 4	384975	639956
TD12	384975	639956
TD13 5	376639	670996
TD13 9	367956	678773
TD13	376433	671181
TD14 5	392337	663828
TD14	392337	663828
TD15 1	398596	653174
TD15 2	399608	648496
TD15 9	399979	653101
TD15	399209	650605
TD2 6	352762	648869
TD2	352762	648869
TD3 6	364041	645526
TD3	364041	645526
TD4 6	357794	638966
TD4	357794	638966
TD5 7	372219	635356
TD5 8	375676	629565
TD5	373764	632768
TD6 0	358662	631255
TD6 6	357383	631939
TD6 9	354597	632967
TD6	356379	632230
TD7 4	347580	627950
TD7 5	341454	626404
TD7	344925	627280
TD8 6	365833	620329
TD8	365833	620329
TD9 0	348654	603762
TD9 7	348128	614924
TD9 8	354355	616068
TD9 9	351488	613745
TD9	350897	611775
TD	366857	635640
TF1 1	365208	311411
TF1 2	365354	310896
TF1 3	364792	312382
TF1 5	367624	311356
TF1 6	366445	312572
TF1 7	368603	313428
TF1 9	364963	311493
TF1	366029	311812
TF10 0	374446	319278
TF10 7	374639	319117
TF10 8	371987	321017
TF10 9	375327	316877
TF10	374009	319187
TF11 8	376751	309547
TF11 9	374594	304341
TF11	375879	307442
TF12 5	367464	301700
TF12	367464	301700
TF13 6	360601	298003
TF13	360601	298003
TF2 0	369304	310231
TF2 2	370253	311678
TF2 6	369311	311537
TF2 7	370348	312700
TF2 8	370914	313836
TF2 9	370897	310625
TF2	370343	311910
TF3 1	370265	306233
TF3 2	370308	307984
TF3 3	371303	308936
TF3 4	369791	308619
TF3 5	368229	309664
TF3	369987	307681
TF4 2	368241	308043
TF4 3	368456	306523
TF4	368353	307252
TF5 0	363691	313400
TF5	363691	313400
TF6 5	362543	309929
TF6 6	362627	318024
TF6	362602	315554
TF7 4	370491	304243
TF7 5	368886	304362
TF7 9	370013	304883
TF7	369581	304348
TF8 7	367506	303631
TF8	367506	303631
TF9 1	367245	334050
TF9 2	368662	329714
TF9 3	365176	333300
TF9 4	373631	337062
TF9 9	367491	334321
TF9	368408	333394
TF	368935	313429
TN1 1	558466	139285
TN1 2	558859	140037
TN1	558682	139700
TN10 3	559093	148330
TN10 4	560252	148247
TN10	559649	148290
TN11 0	562714	148204
TN11 8	553748	145570
TN11 9	558389	149202
TN11	558363	147741
TN12 0	578394	143591
TN12 5	566356	148782
TN12 6	566561	145027
TN12 7	566815	141702
TN12 8	570188	140665
TN12 9	574143	145014
TN12	570798	144325
TN13 1	552892	154277
TN13 2	551315	155896
TN13 3	552870	155906
TN13 9	553004	154634
TN13	552456	155307
TN14 5	552827	158003
TN14 6	550272	152920
TN14 7	548831	160605
TN14	550539	157541
TN15 0	556600	155132
TN15 6	556264	160768
TN15 7	560834	160316
TN15 8	561208	157034
TN15 9	559120	156282
TN15	558503	158308
TN16 1	545179	154392
TN16 2	542419	156857
TN16 3	541778	159017
TN16 9	541833	159209
TN16	543094	156998
TN17 1	572582	138220
TN17 2	577108	137907
TN17 3	577529	135793
TN17 4	582500	132360
TN17 9	577606	136036
TN17	577683	136075
TN18 4	575818	130497
TN18 5	578724	129857
TN18	576984	130240
TN19 7	568996	125388
TN19	568996	125388
TN2 3	559783	140817
TN2 4	561712	140805
TN2 5	558516	138352
TN2 9	559912	142111
TN2	559977	140307
TN20 6	558070	126885
TN20	558070	126885
TN21 0	556883	119483
TN21 1	558163	121511
TN21 8	559081	121488
TN21 9	562393	119067
TN21	559033	120185
TN22 1	547522	121636
TN22 2	546663	122452
TN22 3	544551	125508
TN22 4	550601	123946
TN22 5	548578	119935
TN22 9	546602	120793
TN22	547507	122344
TN23 1	600743	142724
TN23 3	599654	141223
TN23 4	599752	141998
TN23 5	599339	141204
TN23 6	600487	140925
TN23 7	600829	141754
TN23 9	601280	142513
TN23	600074	141698
TN24 0	602725	141660
TN24 8	601175	143061
TN24 9	601774	144563
TN24	601988	142935
TN25 4	600880	146926
TN25 5	606864	145230
TN25 6	609029	139523
TN25 7	605040	136481
TN25	605759	142350
TN26 1	597715	141508
TN26 2	599192	132755
TN26 3	592831	137753
TN26	596125	136861
TN27 0	594346	147755
TN27 8	586186	139787
TN27 9	586299	145141
TN27	588923	144318
TN28 8	607247	124490
TN28 9	606588	124888
TN28	607210	124513
TN29 0	608336	129059
TN29 9	603437	122342
TN29	605905	125727
TN3 0	555278	140663
TN3 8	566964	136238
TN3 9	555380	136838
TN3	557536	138228
TN30 6	588372	134229
TN30 7	590035	130489
TN30 9	588561	133614
TN30	589028	132750
TN31 6	584713	122616
TN31 7	592999	120538
TN31 9	591947	120455
TN31	588869	121560
TN32 5	574863	123041
TN32	574863	123041
TN33 0	575927	116433
TN33 3	574787	115858
TN33 9	571214	113490
TN33	574147	115329
TN34 1	581457	109640
TN34 2	581469	111383
TN34 3	582390	110122
TN34 9	581480	109599
TN34	581758	110365
